"","state.n","year.n","race.n","sex.n","COD","race","sex","state","year","Census_Division","Census_Region","stabbrs","rate.per.100k_lcl","rate.per.100k_med","rate.per.100k_ucl","rate.per.100k_mean"
"555",21,24,0,0,"Cardiovascular","White","Male","Massachusetts",1992,"New England","Northeast","MA",438.041201274797,445.523763651323,453.128332427379,445.523763651323
"556",21,24,0,0,"Communicable","White","Male","Massachusetts",1992,"New England","Northeast","MA",82.5903849501236,85.9290749199159,89.6832418891932,85.9290749199159
"557",21,24,0,0,"Injuries","White","Male","Massachusetts",1992,"New England","Northeast","MA",47.561118143163,49.3040307540775,51.1693792046266,49.3040307540775
"558",21,24,0,0,"Non-communicable","White","Male","Massachusetts",1992,"New England","Northeast","MA",112.358563667452,115.406781338108,119.040892543095,115.406781338108
"559",21,24,0,1,"All other causes","White","Female","Massachusetts",1992,"New England","Northeast","MA",86.4764396328669,88.6373715697962,90.8627911689402,88.6373715697962
"560",21,24,0,1,"Cancers","White","Female","Massachusetts",1992,"New England","Northeast","MA",186.208498586338,189.205497784401,192.442349402167,189.205497784401
"561",21,24,0,1,"Cardiovascular","White","Female","Massachusetts",1992,"New England","Northeast","MA",276.075138596778,280.815218184696,284.848983696619,280.815218184696
"562",21,24,0,1,"Communicable","White","Female","Massachusetts",1992,"New England","Northeast","MA",44.3886716245991,46.0259328407147,47.7625399085404,46.0259328407147
"563",21,24,0,1,"Injuries","White","Female","Massachusetts",1992,"New England","Northeast","MA",18.363702325916,19.2301909712186,20.1203574357413,19.2301909712186
"564",21,24,0,1,"Non-communicable","White","Female","Massachusetts",1992,"New England","Northeast","MA",67.7463660089901,69.578236648687,71.5208990824189,69.578236648687
"565",21,24,1,0,"All other causes","Black","Male","Massachusetts",1992,"New England","Northeast","MA",161.266839296766,174.592891472136,189.446099759934,174.592891472136
"566",21,24,1,0,"Cancers","Black","Male","Massachusetts",1992,"New England","Northeast","MA",317.554891461803,337.054563921475,359.03134290586,337.054563921475
"567",21,24,1,0,"Cardiovascular","Black","Male","Massachusetts",1992,"New England","Northeast","MA",415.651350030438,447.03349558264,477.820942464463,447.03349558264
"568",21,24,1,0,"Communicable","Black","Male","Massachusetts",1992,"New England","Northeast","MA",134.378317495576,153.441831378481,174.258130126206,153.441831378481
"569",21,24,1,0,"Injuries","Black","Male","Massachusetts",1992,"New England","Northeast","MA",79.4337454364045,88.2702139236555,99.0087480029515,88.2702139236555
"570",21,24,1,0,"Non-communicable","Black","Male","Massachusetts",1992,"New England","Northeast","MA",106.808780474889,121.838811140106,137.973109094962,121.838811140106
"571",21,24,1,1,"All other causes","Black","Female","Massachusetts",1992,"New England","Northeast","MA",117.556398831371,126.004864006423,136.144844132079,126.004864006423
"572",21,24,1,1,"Cancers","Black","Female","Massachusetts",1992,"New England","Northeast","MA",183.449241979681,192.973494733399,204.907173794416,192.973494733399
"573",21,24,1,1,"Cardiovascular","Black","Female","Massachusetts",1992,"New England","Northeast","MA",280.408838965199,301.618893045546,322.050375654386,301.618893045546
"574",21,24,1,1,"Communicable","Black","Female","Massachusetts",1992,"New England","Northeast","MA",59.5471792505502,69.3011489178243,80.4742977885372,69.3011489178243
"575",21,24,1,1,"Injuries","Black","Female","Massachusetts",1992,"New England","Northeast","MA",22.3596152055865,26.2245537268735,31.4556220173092,26.2245537268735
"576",21,24,1,1,"Non-communicable","Black","Female","Massachusetts",1992,"New England","Northeast","MA",76.5087860132132,85.7657729102506,94.9366159193008,85.7657729102506
"577",21,25,0,0,"All other causes","White","Male","Massachusetts",1993,"New England","Northeast","MA",126.657992412948,130.556694693445,134.447720467618,130.556694693445
"578",21,25,0,0,"Cancers","White","Male","Massachusetts",1993,"New England","Northeast","MA",279.974095228636,284.718923143553,289.691993624765,284.718923143553
"579",21,25,0,0,"Cardiovascular","White","Male","Massachusetts",1993,"New England","Northeast","MA",434.644061840906,442.381173722097,450.055135367569,442.381173722097
"580",21,25,0,0,"Communicable","White","Male","Massachusetts",1993,"New England","Northeast","MA",91.1106436733548,94.8486076298297,98.9142019122401,94.8486076298297
"581",21,25,0,0,"Injuries","White","Male","Massachusetts",1993,"New England","Northeast","MA",46.4397209342276,48.0970444874541,49.7888478069084,48.0970444874541
"582",21,25,0,0,"Non-communicable","White","Male","Massachusetts",1993,"New England","Northeast","MA",114.383317527728,117.485267277995,120.793336582791,117.485267277995
"583",21,25,0,1,"All other causes","White","Female","Massachusetts",1993,"New England","Northeast","MA",89.8715510023687,92.1989820602326,94.458136469538,92.1989820602326
"584",21,25,0,1,"Cancers","White","Female","Massachusetts",1993,"New England","Northeast","MA",185.575341855196,188.597196523188,191.602874101139,188.597196523188
"585",21,25,0,1,"Cardiovascular","White","Female","Massachusetts",1993,"New England","Northeast","MA",278.9142334785,283.233995118853,287.942049723327,283.233995118853
"586",21,25,0,1,"Communicable","White","Female","Massachusetts",1993,"New England","Northeast","MA",49.1365280982702,50.9284604413996,52.8048160386652,50.9284604413996
"587",21,25,0,1,"Injuries","White","Female","Massachusetts",1993,"New England","Northeast","MA",18.0710386908635,18.9438501270244,19.7787675529108,18.9438501270244
"588",21,25,0,1,"Non-communicable","White","Female","Massachusetts",1993,"New England","Northeast","MA",71.4323673044269,73.3560313754787,75.3907026137786,73.3560313754787
"589",21,25,1,0,"All other causes","Black","Male","Massachusetts",1993,"New England","Northeast","MA",161.967024121144,174.744389845528,189.379351575986,174.744389845528
"590",21,25,1,0,"Cancers","Black","Male","Massachusetts",1993,"New England","Northeast","MA",313.439855608096,333.061572874841,353.929562326154,333.061572874841
"591",21,25,1,0,"Cardiovascular","Black","Male","Massachusetts",1993,"New England","Northeast","MA",406.976274205898,438.083762310309,468.837650976616,438.083762310309
"592",21,25,1,0,"Communicable","Black","Male","Massachusetts",1993,"New England","Northeast","MA",137.054313555593,155.556069086328,178.001963398417,155.556069086328
"593",21,25,1,0,"Injuries","Black","Male","Massachusetts",1993,"New England","Northeast","MA",76.3604432360849,85.1690845113322,96.1301382143669,85.1690845113322
"594",21,25,1,0,"Non-communicable","Black","Male","Massachusetts",1993,"New England","Northeast","MA",107.398409065142,122.226642496694,137.75218013244,122.226642496694
"595",21,25,1,1,"All other causes","Black","Female","Massachusetts",1993,"New England","Northeast","MA",116.071027831787,124.863724616936,135.090481867252,124.863724616936
"596",21,25,1,1,"Cancers","Black","Female","Massachusetts",1993,"New England","Northeast","MA",182.2533001057,192.069492206716,203.268875114591,192.069492206716
"597",21,25,1,1,"Cardiovascular","Black","Female","Massachusetts",1993,"New England","Northeast","MA",275.341039993729,294.396378150161,314.050455988325,294.396378150161
"598",21,25,1,1,"Communicable","Black","Female","Massachusetts",1993,"New England","Northeast","MA",57.2586387810044,66.5096445124742,77.524643800326,66.5096445124742
"599",21,25,1,1,"Injuries","Black","Female","Massachusetts",1993,"New England","Northeast","MA",21.3421353817993,25.3862920306471,30.2377021391879,25.3862920306471
"600",21,25,1,1,"Non-communicable","Black","Female","Massachusetts",1993,"New England","Northeast","MA",80.5530620346015,89.3981675822102,99.4792803238455,89.3981675822102
"601",21,26,0,0,"All other causes","White","Male","Massachusetts",1994,"New England","Northeast","MA",126.687139281798,130.463888843665,134.240971439085,130.463888843665
"602",21,26,0,0,"Cancers","White","Male","Massachusetts",1994,"New England","Northeast","MA",276.421093766045,281.224600344076,286.171066384023,281.224600344076
"603",21,26,0,0,"Cardiovascular","White","Male","Massachusetts",1994,"New England","Northeast","MA",415.261252027325,422.825696623584,430.261806714506,422.825696623584
"604",21,26,0,0,"Communicable","White","Male","Massachusetts",1994,"New England","Northeast","MA",87.3346238059331,91.1088505144061,94.7155787138347,91.1088505144061
"605",21,26,0,0,"Injuries","White","Male","Massachusetts",1994,"New England","Northeast","MA",45.8112402231688,47.6014974988329,49.3842884938648,47.6014974988329
"606",21,26,0,0,"Non-communicable","White","Male","Massachusetts",1994,"New England","Northeast","MA",115.205860703953,118.423135914786,122.113577664948,118.423135914786
"607",21,26,0,1,"All other causes","White","Female","Massachusetts",1994,"New England","Northeast","MA",90.7905667273343,93.0272993142903,95.4209983403263,93.0272993142903
"608",21,26,0,1,"Cancers","White","Female","Massachusetts",1994,"New England","Northeast","MA",182.827867077516,185.699573265823,188.61508398631,185.699573265823
"609",21,26,0,1,"Cardiovascular","White","Female","Massachusetts",1994,"New England","Northeast","MA",268.753428035592,273.179767161036,277.838296106411,273.179767161036
"610",21,26,0,1,"Communicable","White","Female","Massachusetts",1994,"New England","Northeast","MA",48.5982222175219,50.3950589670866,52.3326481961863,50.3950589670866
"611",21,26,0,1,"Injuries","White","Female","Massachusetts",1994,"New England","Northeast","MA",17.5369499683585,18.3982208913614,19.2266274905349,18.3982208913614
"612",21,26,0,1,"Non-communicable","White","Female","Massachusetts",1994,"New England","Northeast","MA",72.3038972923917,74.2973348303382,76.3625395349803,74.2973348303382
"613",21,26,1,0,"All other causes","Black","Male","Massachusetts",1994,"New England","Northeast","MA",162.972051907297,177.032276181145,191.297902356518,177.032276181145
"614",21,26,1,0,"Cancers","Black","Male","Massachusetts",1994,"New England","Northeast","MA",308.555209446387,328.194394492011,351.664118634923,328.194394492011
"615",21,26,1,0,"Cardiovascular","Black","Male","Massachusetts",1994,"New England","Northeast","MA",388.185796023597,417.538039932277,448.82502328206,417.538039932277
"616",21,26,1,0,"Communicable","Black","Male","Massachusetts",1994,"New England","Northeast","MA",143.996620838856,164.328394251446,185.73963928457,164.328394251446
"617",21,26,1,0,"Injuries","Black","Male","Massachusetts",1994,"New England","Northeast","MA",74.1300939772102,82.8634418994886,93.8317997683983,82.8634418994886
"618",21,26,1,0,"Non-communicable","Black","Male","Massachusetts",1994,"New England","Northeast","MA",110.045278591317,124.707323771509,141.570643144492,124.707323771509
"619",21,26,1,1,"All other causes","Black","Female","Massachusetts",1994,"New England","Northeast","MA",118.492407763097,126.706000036067,136.422830340063,126.706000036067
"620",21,26,1,1,"Cancers","Black","Female","Massachusetts",1994,"New England","Northeast","MA",182.466558867619,192.947321509062,205.053136021488,192.947321509062
"621",21,26,1,1,"Cardiovascular","Black","Female","Massachusetts",1994,"New England","Northeast","MA",279.161446823034,298.098737097909,320.04552527983,298.098737097909
"622",21,26,1,1,"Communicable","Black","Female","Massachusetts",1994,"New England","Northeast","MA",58.1870723888241,67.3393256638326,78.0926103755974,67.3393256638326
"623",21,26,1,1,"Injuries","Black","Female","Massachusetts",1994,"New England","Northeast","MA",20.7489214521657,24.6819611850584,29.3697266803884,24.6819611850584
"624",21,26,1,1,"Non-communicable","Black","Female","Massachusetts",1994,"New England","Northeast","MA",82.1916564228178,91.0412769244926,101.566213149889,91.0412769244926
"625",21,27,0,0,"All other causes","White","Male","Massachusetts",1995,"New England","Northeast","MA",129.289983166546,133.128164048154,136.857744728448,133.128164048154
"626",21,27,0,0,"Cancers","White","Male","Massachusetts",1995,"New England","Northeast","MA",273.449535742956,278.303894243989,283.178570667909,278.303894243989
"627",21,27,0,0,"Cardiovascular","White","Male","Massachusetts",1995,"New England","Northeast","MA",404.877545901397,411.994240080343,419.684692902798,411.994240080343
"628",21,27,0,0,"Communicable","White","Male","Massachusetts",1995,"New England","Northeast","MA",85.3324131742725,88.8777950596208,92.4311220190023,88.8777950596208
"629",21,27,0,0,"Injuries","White","Male","Massachusetts",1995,"New England","Northeast","MA",44.1185016762481,45.7561061022969,47.4955086639325,45.7561061022969
"630",21,27,0,0,"Non-communicable","White","Male","Massachusetts",1995,"New England","Northeast","MA",112.48811768184,115.810627165756,119.521420621657,115.810627165756
"631",21,27,0,1,"All other causes","White","Female","Massachusetts",1995,"New England","Northeast","MA",94.2352884739946,96.5126153764017,98.8634274598855,96.5126153764017
"632",21,27,0,1,"Cancers","White","Female","Massachusetts",1995,"New England","Northeast","MA",181.250110327579,184.21115978248,187.121995451099,184.21115978248
"633",21,27,0,1,"Cardiovascular","White","Female","Massachusetts",1995,"New England","Northeast","MA",268.78351790014,273.323515537952,277.837158003381,273.323515537952
"634",21,27,0,1,"Communicable","White","Female","Massachusetts",1995,"New England","Northeast","MA",48.3665776346676,50.2328019496407,52.1138644799819,50.2328019496407
"635",21,27,0,1,"Injuries","White","Female","Massachusetts",1995,"New England","Northeast","MA",17.2711387874764,18.0605704366134,18.880290382947,18.0605704366134
"636",21,27,0,1,"Non-communicable","White","Female","Massachusetts",1995,"New England","Northeast","MA",72.8739945001368,74.7902865428669,76.894852951145,74.7902865428669
"637",21,27,1,0,"All other causes","Black","Male","Massachusetts",1995,"New England","Northeast","MA",164.549622674129,178.974312809441,193.026056027313,178.974312809441
"638",21,27,1,0,"Cancers","Black","Male","Massachusetts",1995,"New England","Northeast","MA",305.906530517805,325.796398763915,346.062646803895,325.796398763915
"639",21,27,1,0,"Cardiovascular","Black","Male","Massachusetts",1995,"New England","Northeast","MA",376.233794380619,402.67132406549,432.413281099774,402.67132406549
"640",21,27,1,0,"Communicable","Black","Male","Massachusetts",1995,"New England","Northeast","MA",140.138007701114,158.672675419758,179.662034923658,158.672675419758
"641",21,27,1,0,"Injuries","Black","Male","Massachusetts",1995,"New England","Northeast","MA",69.8296382037052,78.1098046274476,88.4871231000441,78.1098046274476
"642",21,27,1,0,"Non-communicable","Black","Male","Massachusetts",1995,"New England","Northeast","MA",115.716148113951,129.300255320273,145.412594404583,129.300255320273
"643",21,27,1,1,"All other causes","Black","Female","Massachusetts",1995,"New England","Northeast","MA",118.773998138897,127.05912946744,136.356252772461,127.05912946744
"644",21,27,1,1,"Cancers","Black","Female","Massachusetts",1995,"New England","Northeast","MA",181.514084113244,191.852265227119,202.7497618372,191.852265227119
"645",21,27,1,1,"Cardiovascular","Black","Female","Massachusetts",1995,"New England","Northeast","MA",270.076432556283,289.417056727489,309.181088833612,289.417056727489
"646",21,27,1,1,"Communicable","Black","Female","Massachusetts",1995,"New England","Northeast","MA",58.6883778369959,67.652337879405,77.8209295878964,67.652337879405
"647",21,27,1,1,"Injuries","Black","Female","Massachusetts",1995,"New England","Northeast","MA",19.9922238450194,23.956673261016,28.4235668830567,23.956673261016
"648",21,27,1,1,"Non-communicable","Black","Female","Massachusetts",1995,"New England","Northeast","MA",81.5530645781877,91.0277935975511,100.928462672606,91.0277935975511
"649",21,28,0,0,"All other causes","White","Male","Massachusetts",1996,"New England","Northeast","MA",129.738669135166,133.551595598341,137.299528341792,133.551595598341
"650",21,28,0,0,"Cancers","White","Male","Massachusetts",1996,"New England","Northeast","MA",269.416416199017,274.366386872857,279.170709415913,274.366386872857
"651",21,28,0,0,"Cardiovascular","White","Male","Massachusetts",1996,"New England","Northeast","MA",397.594938282037,405.167469556558,412.384400946109,405.167469556558
"652",21,28,0,0,"Communicable","White","Male","Massachusetts",1996,"New England","Northeast","MA",81.583617318188,84.8284873002218,88.3795546389968,84.8284873002218
"653",21,28,0,0,"Injuries","White","Male","Massachusetts",1996,"New England","Northeast","MA",43.5682476289699,45.1928903684344,46.8591835046462,45.1928903684344
"654",21,28,0,0,"Non-communicable","White","Male","Massachusetts",1996,"New England","Northeast","MA",112.660359503394,116.165369443864,119.841257904433,116.165369443864
"655",21,28,0,1,"All other causes","White","Female","Massachusetts",1996,"New England","Northeast","MA",96.794780444777,99.1730949325022,101.590307950084,99.1730949325022
"656",21,28,0,1,"Cancers","White","Female","Massachusetts",1996,"New England","Northeast","MA",178.774588177447,181.626174055476,184.429052552341,181.626174055476
"657",21,28,0,1,"Cardiovascular","White","Female","Massachusetts",1996,"New England","Northeast","MA",262.075757343378,266.430568392222,270.85439979571,266.430568392222
"658",21,28,0,1,"Communicable","White","Female","Massachusetts",1996,"New England","Northeast","MA",48.8151472910404,50.446437448569,52.2891677669037,50.446437448569
"659",21,28,0,1,"Injuries","White","Female","Massachusetts",1996,"New England","Northeast","MA",17.311425567397,18.1363386782842,18.973162988641,18.1363386782842
"660",21,28,0,1,"Non-communicable","White","Female","Massachusetts",1996,"New England","Northeast","MA",72.8832510842102,74.997565121672,77.0706469184217,74.997565121672
"661",21,28,1,0,"All other causes","Black","Male","Massachusetts",1996,"New England","Northeast","MA",164.860352437408,180.290211623489,195.883813494364,180.290211623489
"662",21,28,1,0,"Cancers","Black","Male","Massachusetts",1996,"New England","Northeast","MA",302.368568421382,320.240813759314,341.396045999302,320.240813759314
"663",21,28,1,0,"Cardiovascular","Black","Male","Massachusetts",1996,"New England","Northeast","MA",368.857004535113,394.164250174126,422.425050965446,394.164250174126
"664",21,28,1,0,"Communicable","Black","Male","Massachusetts",1996,"New England","Northeast","MA",113.061878347001,130.73092462799,149.43674409629,130.73092462799
"665",21,28,1,0,"Injuries","Black","Male","Massachusetts",1996,"New England","Northeast","MA",64.5923270692671,72.1968930063053,81.1792975423779,72.1968930063053
"666",21,28,1,0,"Non-communicable","Black","Male","Massachusetts",1996,"New England","Northeast","MA",119.94367212222,133.779309039504,149.571836153717,133.779309039504
"667",21,28,1,1,"All other causes","Black","Female","Massachusetts",1996,"New England","Northeast","MA",118.02097664767,126.957206157273,136.177953391355,126.957206157273
"668",21,28,1,1,"Cancers","Black","Female","Massachusetts",1996,"New England","Northeast","MA",178.992468834958,188.719198938073,199.884758796364,188.719198938073
"669",21,28,1,1,"Cardiovascular","Black","Female","Massachusetts",1996,"New England","Northeast","MA",269.869001268551,288.352550721286,307.445638447654,288.352550721286
"670",21,28,1,1,"Communicable","Black","Female","Massachusetts",1996,"New England","Northeast","MA",57.8184081614797,66.3091293300288,76.7914640843502,66.3091293300288
"671",21,28,1,1,"Injuries","Black","Female","Massachusetts",1996,"New England","Northeast","MA",19.0817622745207,23.1893975694744,27.5126652429214,23.1893975694744
"672",21,28,1,1,"Non-communicable","Black","Female","Massachusetts",1996,"New England","Northeast","MA",79.6670825809567,88.3782069217755,97.8126079102592,88.3782069217755
"673",21,29,0,0,"All other causes","White","Male","Massachusetts",1997,"New England","Northeast","MA",131.340112513783,135.2988705619,139.091937274101,135.2988705619
"674",21,29,0,0,"Cancers","White","Male","Massachusetts",1997,"New England","Northeast","MA",262.277484291474,266.788756762532,271.339565993415,266.788756762532
"675",21,29,0,0,"Cardiovascular","White","Male","Massachusetts",1997,"New England","Northeast","MA",387.800917984263,394.782091012076,401.677126050195,394.782091012076
"676",21,29,0,0,"Communicable","White","Male","Massachusetts",1997,"New England","Northeast","MA",73.7158920847384,77.163219611334,80.7146846877664,77.163219611334
"677",21,29,0,0,"Injuries","White","Male","Massachusetts",1997,"New England","Northeast","MA",43.1091836688319,44.6557143904176,46.3786886047865,44.6557143904176
"678",21,29,0,0,"Non-communicable","White","Male","Massachusetts",1997,"New England","Northeast","MA",112.105624124798,115.339869161914,118.738467901994,115.339869161914
"679",21,29,0,1,"All other causes","White","Female","Massachusetts",1997,"New England","Northeast","MA",102.503569074565,105.088958335132,107.50755968437,105.088958335132
"680",21,29,0,1,"Cancers","White","Female","Massachusetts",1997,"New England","Northeast","MA",176.787853547468,179.67019187799,182.691136675251,179.67019187799
"681",21,29,0,1,"Cardiovascular","White","Female","Massachusetts",1997,"New England","Northeast","MA",254.210225825238,258.524296681418,262.882574348594,258.524296681418
"682",21,29,0,1,"Communicable","White","Female","Massachusetts",1997,"New England","Northeast","MA",45.0657408527513,46.6663733868246,48.5172065751531,46.6663733868246
"683",21,29,0,1,"Injuries","White","Female","Massachusetts",1997,"New England","Northeast","MA",17.0991035809364,17.8996217078751,18.7344483166867,17.8996217078751
"684",21,29,0,1,"Non-communicable","White","Female","Massachusetts",1997,"New England","Northeast","MA",74.5734126245541,76.4534490853204,78.6145776895583,76.4534490853204
"685",21,29,1,0,"All other causes","Black","Male","Massachusetts",1997,"New England","Northeast","MA",164.77452915679,179.578155487288,196.268016937926,179.578155487288
"686",21,29,1,0,"Cancers","Black","Male","Massachusetts",1997,"New England","Northeast","MA",297.417536048444,317.523715085124,339.345225991318,317.523715085124
"687",21,29,1,0,"Cardiovascular","Black","Male","Massachusetts",1997,"New England","Northeast","MA",360.819840896355,384.234687973685,411.146967786349,384.234687973685
"688",21,29,1,0,"Communicable","Black","Male","Massachusetts",1997,"New England","Northeast","MA",91.7811436542367,107.395265554943,123.563389845113,107.395265554943
"689",21,29,1,0,"Injuries","Black","Male","Massachusetts",1997,"New England","Northeast","MA",59.9641558765981,67.7355103543584,76.2930721851173,67.7355103543584
"690",21,29,1,0,"Non-communicable","Black","Male","Massachusetts",1997,"New England","Northeast","MA",120.660761344537,134.703717161342,148.85232991061,134.703717161342
"691",21,29,1,1,"All other causes","Black","Female","Massachusetts",1997,"New England","Northeast","MA",120.892050326348,129.190826911673,138.135999890076,129.190826911673
"692",21,29,1,1,"Cancers","Black","Female","Massachusetts",1997,"New England","Northeast","MA",174.778058564607,184.379841670312,194.466641436273,184.379841670312
"693",21,29,1,1,"Cardiovascular","Black","Female","Massachusetts",1997,"New England","Northeast","MA",267.314566767967,283.685593804161,304.059412427333,283.685593804161
"694",21,29,1,1,"Communicable","Black","Female","Massachusetts",1997,"New England","Northeast","MA",49.3693735223249,58.3882288668177,66.8520495011984,58.3882288668177
"695",21,29,1,1,"Injuries","Black","Female","Massachusetts",1997,"New England","Northeast","MA",18.7006575719598,22.557848451508,26.8329704978929,22.557848451508
"696",21,29,1,1,"Non-communicable","Black","Female","Massachusetts",1997,"New England","Northeast","MA",80.8203171011368,89.7202664800058,99.1197936287121,89.7202664800058
"697",21,30,0,0,"All other causes","White","Male","Massachusetts",1998,"New England","Northeast","MA",138.377610692267,142.189892340433,146.375814678017,142.189892340433
"698",21,30,0,0,"Cancers","White","Male","Massachusetts",1998,"New England","Northeast","MA",260.609053001433,265.082581957278,269.839599778483,265.082581957278
"699",21,30,0,0,"Cardiovascular","White","Male","Massachusetts",1998,"New England","Northeast","MA",370.974797886135,377.974560563672,384.904033399363,377.974560563672
"700",21,30,0,0,"Communicable","White","Male","Massachusetts",1998,"New England","Northeast","MA",72.9734295723875,76.2915689378718,79.8145172772421,76.2915689378718
"701",21,30,0,0,"Injuries","White","Male","Massachusetts",1998,"New England","Northeast","MA",42.6396971336925,44.2769699401216,45.9196777473721,44.2769699401216
"702",21,30,0,0,"Non-communicable","White","Male","Massachusetts",1998,"New England","Northeast","MA",113.831091072194,117.215508970118,120.272864219791,117.215508970118
"703",21,30,0,1,"All other causes","White","Female","Massachusetts",1998,"New England","Northeast","MA",107.619344358983,109.878382709177,112.340778755187,109.878382709177
"704",21,30,0,1,"Cancers","White","Female","Massachusetts",1998,"New England","Northeast","MA",174.455150971176,177.450282639422,180.347036663795,177.450282639422
"705",21,30,0,1,"Cardiovascular","White","Female","Massachusetts",1998,"New England","Northeast","MA",246.359319678385,250.407886579343,254.447775678955,250.407886579343
"706",21,30,0,1,"Communicable","White","Female","Massachusetts",1998,"New England","Northeast","MA",47.0606647813353,48.8822693703804,50.80709971808,48.8822693703804
"707",21,30,0,1,"Injuries","White","Female","Massachusetts",1998,"New England","Northeast","MA",17.0204778518622,17.8513994446335,18.6695301775622,17.8513994446335
"708",21,30,0,1,"Non-communicable","White","Female","Massachusetts",1998,"New England","Northeast","MA",76.686350395806,78.7828030051982,80.6550280338049,78.7828030051982
"709",21,30,1,0,"All other causes","Black","Male","Massachusetts",1998,"New England","Northeast","MA",162.751204703207,176.979401031572,193.042553700699,176.979401031572
"710",21,30,1,0,"Cancers","Black","Male","Massachusetts",1998,"New England","Northeast","MA",291.247636715626,309.855856339247,330.192194204585,309.855856339247
"711",21,30,1,0,"Cardiovascular","Black","Male","Massachusetts",1998,"New England","Northeast","MA",351.129700103277,376.15054886863,404.497231393235,376.15054886863
"712",21,30,1,0,"Communicable","Black","Male","Massachusetts",1998,"New England","Northeast","MA",79.4954113310975,93.0761565035881,109.358808733085,93.0761565035881
"713",21,30,1,0,"Injuries","Black","Male","Massachusetts",1998,"New England","Northeast","MA",57.95420776188,64.6320012808156,73.376998819888,64.6320012808156
"714",21,30,1,0,"Non-communicable","Black","Male","Massachusetts",1998,"New England","Northeast","MA",123.066564602933,137.390431112458,151.980158451383,137.390431112458
"715",21,30,1,1,"All other causes","Black","Female","Massachusetts",1998,"New England","Northeast","MA",122.397766236433,131.457199466398,140.634896458211,131.457199466398
"716",21,30,1,1,"Cancers","Black","Female","Massachusetts",1998,"New England","Northeast","MA",169.412505491652,179.214026615963,188.6321457459,179.214026615963
"717",21,30,1,1,"Cardiovascular","Black","Female","Massachusetts",1998,"New England","Northeast","MA",255.558746261382,272.328663959309,290.703968444528,272.328663959309
"718",21,30,1,1,"Communicable","Black","Female","Massachusetts",1998,"New England","Northeast","MA",45.3513123129555,53.4062067349339,62.5454030793824,53.4062067349339
"719",21,30,1,1,"Injuries","Black","Female","Massachusetts",1998,"New England","Northeast","MA",18.1579587972117,22.0373786851132,26.4067235003149,22.0373786851132
"720",21,30,1,1,"Non-communicable","Black","Female","Massachusetts",1998,"New England","Northeast","MA",80.7645836121107,89.6629793382911,99.9866384416608,89.6629793382911
"721",21,31,0,0,"All other causes","White","Male","Massachusetts",1999,"New England","Northeast","MA",144.232482694271,148.221826180411,152.243969100555,148.221826180411
"722",21,31,0,0,"Cancers","White","Male","Massachusetts",1999,"New England","Northeast","MA",258.50094827576,262.69613191038,267.200694461764,262.69613191038
"723",21,31,0,0,"Cardiovascular","White","Male","Massachusetts",1999,"New England","Northeast","MA",365.064555337362,371.79540416588,378.684800176903,371.79540416588
"724",21,31,0,0,"Communicable","White","Male","Massachusetts",1999,"New England","Northeast","MA",58.7109843077837,61.3773994862823,64.0327027759175,61.3773994862823
"725",21,31,0,0,"Injuries","White","Male","Massachusetts",1999,"New England","Northeast","MA",41.7105305899712,43.3063669632668,44.8963947533382,43.3063669632668
"726",21,31,0,0,"Non-communicable","White","Male","Massachusetts",1999,"New England","Northeast","MA",122.605915428734,125.850917823138,129.31496157728,125.850917823138
"727",21,31,0,1,"All other causes","White","Female","Massachusetts",1999,"New England","Northeast","MA",110.762404064818,113.130020557991,115.77463144608,113.130020557991
"728",21,31,0,1,"Cancers","White","Female","Massachusetts",1999,"New England","Northeast","MA",172.669158347389,175.520810922479,178.425662813477,175.520810922479
"729",21,31,0,1,"Cardiovascular","White","Female","Massachusetts",1999,"New England","Northeast","MA",242.639505376661,246.904119959343,250.884271255295,246.904119959343
"730",21,31,0,1,"Communicable","White","Female","Massachusetts",1999,"New England","Northeast","MA",38.9203386746523,40.5100751011929,42.0420692256053,40.5100751011929
"731",21,31,0,1,"Injuries","White","Female","Massachusetts",1999,"New England","Northeast","MA",16.9123935846092,17.7175785517984,18.5586270859772,17.7175785517984
"732",21,31,0,1,"Non-communicable","White","Female","Massachusetts",1999,"New England","Northeast","MA",86.2799369080454,88.5708068409689,90.9482146461637,88.5708068409689
"733",21,31,1,0,"All other causes","Black","Male","Massachusetts",1999,"New England","Northeast","MA",160.959892432679,175.400803163342,190.132274887622,175.400803163342
"734",21,31,1,0,"Cancers","Black","Male","Massachusetts",1999,"New England","Northeast","MA",286.215851535619,302.044636987879,320.720339513663,302.044636987879
"735",21,31,1,0,"Cardiovascular","Black","Male","Massachusetts",1999,"New England","Northeast","MA",331.84019967746,357.10351684498,384.328903690577,357.10351684498
"736",21,31,1,0,"Communicable","Black","Male","Massachusetts",1999,"New England","Northeast","MA",74.0369289699708,87.7056538325576,103.030519454119,87.7056538325576
"737",21,31,1,0,"Injuries","Black","Male","Massachusetts",1999,"New England","Northeast","MA",55.1672696763521,62.5163591989265,70.4821985080859,62.5163591989265
"738",21,31,1,0,"Non-communicable","Black","Male","Massachusetts",1999,"New England","Northeast","MA",126.188370830017,140.765919132596,155.649317609204,140.765919132596
"739",21,31,1,1,"All other causes","Black","Female","Massachusetts",1999,"New England","Northeast","MA",124.091482476019,133.066349473603,142.600783226569,133.066349473603
